Date,Adj Close,Close,High,Low,Open,Volume,Company
2020-11-23 00:00:00+00:00,154.9194946,154.9194946,156.9875031,153.272995,155.8350067,94178000,AMAZON
2020-11-24 00:00:00+00:00,155.9029999,155.9029999,156.7124939,154.3130035,155.0249939,72042000,AMAZON
2020-11-25 00:00:00+00:00,159.2534943,159.2534943,159.8999939,157.0130005,157.0935059,75808000,AMAZON
2020-11-27 00:00:00+00:00,159.7669983,159.7669983,160.809494,159.5025024,160.5630035,47858000,AMAZON
2020-11-30 00:00:00+00:00,158.4019928,158.4019928,161.4194946,156.2774963,160.423996,81278000,AMAZON
2020-12-01 00:00:00+00:00,161.0039978,161.0039978,162.4474945,157.8589935,159.4250031,90740000,AMAZON
2020-12-02 00:00:00+00:00,160.1764984,160.1764984,161.6000061,158.6629944,161.0825043,62586000,AMAZON
2020-12-03 00:00:00+00:00,159.3365021,159.3365021,161.4320068,159.065506,160.272995,57840000,AMAZON
2020-12-04 00:00:00+00:00,158.1289978,158.1289978,159.9105072,157.9380035,159.9105072,58272000,AMAZON
2020-12-07 00:00:00+00:00,157.8999939,157.8999939,159.0379944,157.0845032,157.8240051,55026000,AMAZON
2020-12-08 00:00:00+00:00,158.864502,158.864502,159.2064972,156.0010071,157.9450073,65726000,AMAZON
2020-12-09 00:00:00+00:00,155.2100067,155.2100067,158.7214966,154.3999939,158.3945007,82016000,AMAZON
2020-12-10 00:00:00+00:00,155.0744934,155.0744934,157.1049957,153.8000031,154.4494934,60604000,AMAZON
2020-12-11 00:00:00+00:00,155.8209991,155.8209991,155.9335022,153.6410065,154.8329926,61294000,AMAZON
2020-12-14 00:00:00+00:00,157.8484955,157.8484955,159.5234985,156.3000031,157.1499939,83116000,AMAZON
2020-12-15 00:00:00+00:00,158.2559967,158.2559967,159.4250031,156.5245056,159.0505066,66390000,AMAZON
2020-12-16 00:00:00+00:00,162.0480042,162.0480042,162.3500061,158.1840057,158.8005066,88552000,AMAZON
2020-12-17 00:00:00+00:00,161.8040009,161.8040009,163.1755066,161.0500031,162.5,69486000,AMAZON
2020-12-18 00:00:00+00:00,160.0825043,160.0825043,162.470993,158.5800018,162.1994934,119914000,AMAZON
