Date,Adj Close,Close,High,Low,Open,Volume,Company
2020-11-23 00:00:00+00:00,111.3287964,113.8499985,117.6200027,113.75,117.1800003,127959300,APPLE
2020-11-24 00:00:00+00:00,112.6195602,115.1699982,115.8499985,112.5899963,113.9100037,113874200,APPLE
2020-11-25 00:00:00+00:00,113.4605103,116.0299988,116.75,115.1699982,115.5500031,76499200,APPLE
2020-11-27 00:00:00+00:00,114.0081253,116.5899963,117.4899979,116.2200012,116.5699997,46691300,APPLE
2020-11-30 00:00:00+00:00,116.4136353,119.0500031,120.9700012,116.8099976,116.9700012,169410200,APPLE
2020-12-01 00:00:00+00:00,120.0023727,122.7200012,123.4700012,120.0100021,121.0100021,127728200,APPLE
2020-12-02 00:00:00+00:00,120.3544083,123.0800018,123.3700027,120.8899994,122.0199966,89004200,APPLE
2020-12-03 00:00:00+00:00,120.2174988,122.9400024,123.7799988,122.2099991,123.5199966,78967600,APPLE
2020-12-04 00:00:00+00:00,119.542778,122.25,122.8600006,121.5199966,122.5999985,78260400,APPLE
2020-12-07 00:00:00+00:00,121.009552,123.75,124.5699997,122.25,122.3099976,86712000,APPLE
2020-12-08 00:00:00+00:00,121.6256104,124.3799973,124.9800034,123.0899963,124.3700027,82225500,APPLE
2020-12-09 00:00:00+00:00,119.0831909,121.7799988,125.9499969,121,124.5299988,115089200,APPLE
2020-12-10 00:00:00+00:00,120.510849,123.2399979,123.8700027,120.1500015,120.5,81312200,APPLE
2020-12-11 00:00:00+00:00,119.6992264,122.4100037,122.7600021,120.5500031,122.4300003,86939800,APPLE
2020-12-14 00:00:00+00:00,119.0831909,121.7799988,123.3499985,121.5400009,122.5999985,79184500,APPLE
2020-12-15 00:00:00+00:00,125.0480804,127.8799973,127.9000015,124.1299973,124.3399963,157243700,APPLE
2020-12-16 00:00:00+00:00,124.9796371,127.8099976,128.3699951,126.5599976,127.4100037,98208600,APPLE
2020-12-17 00:00:00+00:00,125.8499298,128.6999969,129.5800018,128.0399933,128.8999939,94359800,APPLE
2020-12-18 00:00:00+00:00,123.8551102,126.6600037,129.1000061,126.1200027,128.9600067,192541500,APPLE
2020-12-21 00:00:00+00:00,125.3903427,128.2299957,128.3099976,123.4499969,125.0199966,121251600,APPLE
2020-12-22 00:00:00+00:00,128.9595337,131.8800049,134.4100037,129.6499939,131.6100006,168904800,APPLE
2020-12-23 00:00:00+00:00,128.059906,130.9600067,132.4299927,130.7799988,132.1600037,88223700,APPLE
2020-12-24 00:00:00+00:00,129.0475311,131.9700012,133.4600067,131.1000061,131.3200073,54930100,APPLE
2020-12-28 00:00:00+00:00,133.6629791,136.6900024,137.3399963,133.5099945,133.9900055,124486200,APPLE
2020-12-29 00:00:00+00:00,131.8833008,134.8699951,138.7899933,134.3399963,138.0500031,121047300,APPLE
2020-12-30 00:00:00+00:00,130.7587891,133.7200012,135.9900055,133.3999939,135.5800018,96452100,APPLE
2020-12-31 00:00:00+00:00,129.7515564,132.6900024,134.7400055,131.7200012,134.0800018,99116600,APPLE
2021-01-04 00:00:00+00:00,126.54422,129.4100037,133.6100006,126.7600021,133.5200043,143301900,APPLE
2021-01-05 00:00:00+00:00,128.1087799,131.0099945,131.7400055,128.4299927,128.8899994,97664900,APPLE
