Date,Adj Close,Close,High,Low,Open,Volume,Company
2020-11-23 00:00:00+00:00,86.53049469,86.74299622,87.69499969,85.88600159,87.48000336,43232000,GOOGLE
2020-11-24 00:00:00+00:00,88.22733307,88.44400024,88.58000183,86.3844986,86.52500153,31560000,GOOGLE
2020-11-25 00:00:00+00:00,88.35452271,88.57150269,88.92700195,87.82700348,88.64450073,20916000,GOOGLE
2020-11-27 00:00:00+00:00,89.43985748,89.65950012,90.19999695,88.62200165,88.65450287,17698000,GOOGLE
2020-11-30 00:00:00+00:00,87.82132721,88.03700256,89.40325165,87.75,89.05919647,36476000,GOOGLE
2020-12-01 00:00:00+00:00,89.68474579,89.90499878,91.24150085,88.46849823,88.71849823,34738000,GOOGLE
2020-12-02 00:00:00+00:00,91.17359161,91.39749908,91.78250122,89.47364807,89.90499878,24440000,GOOGLE
2020-12-03 00:00:00+00:00,91.11473846,91.33850098,92.36000061,91.13249969,91.20050049,24546000,GOOGLE
2020-12-04 00:00:00+00:00,91.17559052,91.39949799,91.65799713,90.84950256,91.22599792,27564000,GOOGLE
2020-12-07 00:00:00+00:00,90.75112915,90.97399902,91.61849976,90.28900146,90.94999695,26418000,GOOGLE
2020-12-08 00:00:00+00:00,90.70474243,90.92749786,91.09500122,89.81024933,90.50499725,21926000,GOOGLE
2020-12-09 00:00:00+00:00,88.98796082,89.20649719,91.71350098,88.39050293,90.60050201,30152000,GOOGLE
2020-12-10 00:00:00+00:00,88.54904175,88.76650238,89.06549835,87.01599884,88.48999786,27256000,GOOGLE
2020-12-11 00:00:00+00:00,88.87025452,89.08850098,89.22250366,88,88.15299988,24414000,GOOGLE
2020-12-14 00:00:00+00:00,87.78740692,88.00299835,89.86949921,87.86074829,88.75,32004000,GOOGLE
2020-12-15 00:00:00+00:00,88.17196655,88.3884964,88.57099915,87.49749756,88.22100067,29646000,GOOGLE
2020-12-16 00:00:00+00:00,87.93405151,88.15000153,88.65000153,87.80400085,88.64399719,30270000,GOOGLE
2020-12-17 00:00:00+00:00,87.18090057,87.39499664,88.58920288,86.93299866,88.42549896,32494000,GOOGLE
2020-12-18 00:00:00+00:00,86.33846283,86.55049896,87.75550079,86.01100159,87.70899963,80328000,GOOGLE
2020-12-21 00:00:00+00:00,86.75543976,86.96849823,87.04250336,84.94999695,85.67549896,36568000,GOOGLE
2020-12-22 00:00:00+00:00,85.96389008,86.17500305,86.87024689,85.62875366,86.72149658,18734000,GOOGLE
2020-12-23 00:00:00+00:00,86.40679932,86.6190033,87.39949799,86.2519989,86.40550232,20676000,GOOGLE
2020-12-24 00:00:00+00:00,86.72950745,86.94249725,87.30000305,86.45549774,86.75,6936000,GOOGLE
2020-12-28 00:00:00+00:00,88.58694458,88.80449677,89.53639984,87.31674957,87.58174896,27860000,GOOGLE
2020-12-29 00:00:00+00:00,87.72057343,87.93599701,89.62200165,87.80449677,89.38950348,25988000,GOOGLE
2020-12-30 00:00:00+00:00,86.76292419,86.97599792,88.25475311,86.27999878,88.10050201,26122000,GOOGLE
2020-12-31 00:00:00+00:00,87.37940979,87.59400177,87.94650269,86.77100372,86.77100372,20238000,GOOGLE
2021-01-04 00:00:00+00:00,86.20030975,86.41200256,88.03250122,85.39250183,87.8769989,38038000,GOOGLE
2021-01-05 00:00:00+00:00,86.83275604,87.04599762,87.38349915,85.90074921,86.25,22906000,GOOGLE
2021-01-06 00:00:00+00:00,86.55194092,86.76450348,87.40000153,84.94999695,85.13150024,52042000,GOOGLE
2021-01-07 00:00:00+00:00,89.14358521,89.36250305,89.41999817,86.85250092,87.00299835,45300000,GOOGLE
2021-01-08 00:00:00+00:00,90.13912964,90.36049652,90.49199677,88.67675018,89.39900208,41012000,GOOGLE
2021-01-11 00:00:00+00:00,88.11959839,88.33599854,89.71575165,88.02600098,89.30349731,24194000,GOOGLE
2021-01-12 00:00:00+00:00,87.11356354,87.32749939,88.90200043,86.26550293,87.69599915,27140000,GOOGLE
2021-01-13 00:00:00+00:00,87.50510406,87.72000122,88.25174713,86.90049744,86.92900085,21882000,GOOGLE
2021-01-14 00:00:00+00:00,86.79584503,87.00900269,88.75050354,86.66999817,87.68099976,23590000,GOOGLE
2021-01-15 00:00:00+00:00,86.5968399,86.80950165,87.80000305,86.07749939,86.90950012,26844000,GOOGLE
2021-01-19 00:00:00+00:00,89.32363892,89.54299927,90.46375275,87.07299805,87.61250305,34692000,GOOGLE
2021-01-20 00:00:00+00:00,94.11387634,94.34500122,95.1855011,91.27649689,91.57299805,49806000,GOOGLE
2021-01-21 00:00:00+00:00,94.33084106,94.5625,96.74299622,94.35549927,94.90000153,41278000,GOOGLE
2021-01-22 00:00:00+00:00,94.81963348,95.05249786,95.54750061,94.08799744,94.78399658,25442000,GOOGLE
2021-01-25 00:00:00+00:00,94.73734283,94.97000122,96.47899628,93.37650299,96.03350067,38546000,GOOGLE
2021-01-26 00:00:00+00:00,95.62715912,95.86199951,96.25,94.21224976,94.44200134,26262000,GOOGLE
2021-01-27 00:00:00+00:00,91.31524658,91.53949738,94.5,90.44999695,94.12650299,54966000,GOOGLE
2021-01-28 00:00:00+00:00,92.92729187,93.15550232,94.9414978,92.13200378,92.1969986,35462000,GOOGLE
2021-01-29 00:00:00+00:00,91.56214142,91.78700256,92.86399841,90.51000214,92.3085022,32252000,GOOGLE
2021-02-01 00:00:00+00:00,94.83460236,95.06749725,96.11959839,92.54650116,92.67849731,32044000,GOOGLE
2021-02-02 00:00:00+00:00,96.13939667,96.37550354,97.78800201,95.72450256,96.12799835,45474000,GOOGLE
2021-02-03 00:00:00+00:00,103.249939,103.5035019,105.8249969,100.9189987,103.6500015,82364000,GOOGLE
2021-02-04 00:00:00+00:00,102.8658752,103.1184998,103.9274979,102.1295013,103.4445038,37046000,GOOGLE
2021-02-05 00:00:00+00:00,104.643013,104.9000015,105.1255035,102.9664993,103.5,30702000,GOOGLE
2021-02-08 00:00:00+00:00,104.3891373,104.6455002,106.1773529,103.5999985,105.2955017,24838000,GOOGLE
2021-02-09 00:00:00+00:00,103.9202881,104.175499,105.2565002,103.927002,103.927002,17798000,GOOGLE
2021-02-10 00:00:00+00:00,104.5123367,104.7689972,105.4185028,103.1545029,104.7105026,22710000,GOOGLE
2021-02-11 00:00:00+00:00,104.5377808,104.7945023,105.1015015,103.8659973,104.975502,18914000,GOOGLE
2021-02-12 00:00:00+00:00,104.9477692,105.2054977,105.4410019,104.1565018,104.5124969,17114000,GOOGLE
2021-02-16 00:00:00+00:00,105.8350906,106.0950012,107.6340027,105.2180023,105.2180023,22676000,GOOGLE
2021-02-17 00:00:00+00:00,106.1548004,106.4154968,106.6829987,104.9459991,105,21418000,GOOGLE
2021-02-18 00:00:00+00:00,105.6006622,105.8600006,106.6367493,105.1855011,105.5195007,22432000,GOOGLE
2021-02-19 00:00:00+00:00,104.7996292,105.0569992,106.5264969,104.8704987,105.963501,29148000,GOOGLE
2021-02-22 00:00:00+00:00,102.9910736,103.2440033,104.5709991,103.1070023,103.3499985,27350000,GOOGLE
2021-02-23 00:00:00+00:00,103.2893372,103.5429993,104.100502,100.1009979,101.2505035,33348000,GOOGLE
2021-02-24 00:00:00+00:00,104.5018616,104.7584991,105.0390015,101.9065018,102.0914993,24966000,GOOGLE
2021-02-25 00:00:00+00:00,101.3191833,101.5680008,104.7440033,101.0644989,103.3724976,36568000,GOOGLE
2021-02-26 00:00:00+00:00,101.5935059,101.8430023,103.550499,100.8030014,102.526001,41670000,GOOGLE
2021-03-01 00:00:00+00:00,103.8205338,104.0755005,104.3259964,102.3050003,102.8259964,28090000,GOOGLE
2021-03-02 00:00:00+00:00,103.5377274,103.7919998,105.2184982,103.5630035,103.8095016,22692000,GOOGLE
2021-03-03 00:00:00+00:00,101.0872498,101.3355026,104.4259033,100.5,103.3604965,29684000,GOOGLE
2021-03-04 00:00:00+00:00,102.2035065,102.4544983,104.461998,101.0134964,101.1685028,42360000,GOOGLE
2021-03-05 00:00:00+00:00,105.1687317,105.427002,105.9055023,102.3207474,103.6559982,43904000,GOOGLE
2021-03-08 00:00:00+00:00,100.9605637,101.2085037,106.4404984,101.0804977,105.0565033,32948000,GOOGLE
2021-03-09 00:00:00+00:00,102.3835678,102.6350021,103.9020004,102.3915024,103.5,33946000,GOOGLE
2021-03-10 00:00:00+00:00,102.4997864,102.751503,103.75,101.6685028,103.5879974,25372000,GOOGLE
2021-03-11 00:00:00+00:00,105.4794617,105.7385025,106.2850037,103.6190033,103.7030029,24782000,GOOGLE
2021-03-12 00:00:00+00:00,102.8434296,103.0960007,104.5130005,102.3775024,104.25,34516000,GOOGLE
2021-03-15 00:00:00+00:00,103.0713806,103.324501,103.3529968,102.175499,103.1149979,25962000,GOOGLE
2021-03-16 00:00:00+00:00,104.3696899,104.6259995,106.1780014,103.5,103.949501,29832000,GOOGLE
2021-03-17 00:00:00+00:00,104.2978668,104.5540009,105.4889984,102.6999969,103.8014984,25980000,GOOGLE
2021-03-18 00:00:00+00:00,101.5615845,101.810997,103.7750015,101.6774979,103.0500031,27228000,GOOGLE
2021-03-19 00:00:00+00:00,101.9097366,102.1600037,102.6549988,100.8840027,102.1025009,46298000,GOOGLE
2021-03-22 00:00:00+00:00,101.6797867,101.9294968,102.899498,101.3034973,102.0920029,39096000,GOOGLE
2021-03-23 00:00:00+00:00,102.3965302,102.6480026,103.615097,101.9609985,102.5849991,27340000,GOOGLE
2021-03-24 00:00:00+00:00,102.0025024,102.2529984,103.9104996,102.0777512,103.2685013,23080000,GOOGLE
2021-03-25 00:00:00+00:00,101.9675903,102.2180023,102.9434967,100.536499,102.2405014,28378000,GOOGLE
2021-03-26 00:00:00+00:00,101.5281601,101.7774963,102.5494995,100.7009964,101.9430008,29870000,GOOGLE
2021-03-29 00:00:00+00:00,102.5456696,102.7975006,102.9215012,100.7809982,101.3939972,24596000,GOOGLE
2021-03-30 00:00:00+00:00,102.5252151,102.7770004,103.5390015,102.2014999,102.8815002,20732000,GOOGLE
2021-03-31 00:00:00+00:00,103.1781158,103.4315033,104.6663513,102.8372498,102.9560013,29198000,GOOGLE
2021-04-01 00:00:00+00:00,106.6256409,106.8874969,107.1470032,104.8444977,104.8974991,33980000,GOOGLE
2021-04-05 00:00:00+00:00,111.0048828,111.2774963,111.8655014,107.5810013,107.6470032,43298000,GOOGLE
2021-04-06 00:00:00+00:00,110.9649887,111.2375031,111.8830032,110.7399979,111.125,27060000,GOOGLE
2021-04-07 00:00:00+00:00,112.2084427,112.4840012,112.75,111.2665024,111.3065033,25798000,GOOGLE
2021-04-08 00:00:00+00:00,112.9945068,113.2720032,114.2002487,112.8840027,113.8980026,27166000,GOOGLE
2021-04-09 00:00:00+00:00,114.0139999,114.2939987,114.4520035,112.6856995,112.8349991,20888000,GOOGLE
2021-04-12 00:00:00+00:00,112.4633179,112.739502,113.7659988,111.9232483,113.3125,31318000,GOOGLE
2021-04-13 00:00:00+00:00,113.0857849,113.3635025,113.8604965,112.8044968,113.0735016,23310000,GOOGLE
2021-04-14 00:00:00+00:00,112.4657974,112.7419968,113.899498,112.4595032,113.7580032,20220000,GOOGLE
2021-04-15 00:00:00+00:00,114.5516815,114.8330002,115.3298492,113.3000031,113.848999,27472000,GOOGLE
2021-04-16 00:00:00+00:00,114.6065445,114.8880005,115.3219986,114.2225037,115.1500015,22596000,GOOGLE
2021-04-19 00:00:00+00:00,114.8379745,115.1200027,115.9225006,114.3922501,114.598999,24688000,GOOGLE
2021-04-20 00:00:00+00:00,114.4005585,114.6815033,115.4800034,113.5855026,115.3945007,21774000,GOOGLE
2021-04-21 00:00:00+00:00,114.3835907,114.6644974,114.7659988,112.9284973,114.2624969,23930000,GOOGLE
2021-04-22 00:00:00+00:00,113.1182022,113.3960037,115.1881027,112.8225021,114.661499,21096000,GOOGLE
2021-04-23 00:00:00+00:00,115.4813919,115.7649994,116.2910004,113.9104996,114.1735001,28670000,GOOGLE
2021-04-26 00:00:00+00:00,116.0519943,116.336998,117.0630035,115.6920013,115.9964981,20834000,GOOGLE
2021-04-27 00:00:00+00:00,115.0734024,115.3560028,116.8724976,115.213501,116.8000031,31972000,GOOGLE
2021-04-28 00:00:00+00:00,118.7039871,118.9954987,122.6188965,118.7425003,120.3572464,59728000,GOOGLE
2021-04-29 00:00:00+00:00,121.1968613,121.4944992,121.8259964,120.1139984,120.5165024,39554000,GOOGLE
2021-04-30 00:00:00+00:00,120.2107773,120.5059967,121.3570023,120.1080017,120.2245026,39142000,GOOGLE
2021-05-03 00:00:00+00:00,119.4651108,119.7584991,120.9850006,119.2249985,120.1360016,33788000,GOOGLE
2021-05-04 00:00:00+00:00,117.4241333,117.7125015,118.9629974,115.5849991,118.4869995,35120000,GOOGLE
2021-05-05 00:00:00+00:00,117.548317,117.836998,119.1100006,117.5705032,118.4209976,21806000,GOOGLE
2021-05-06 00:00:00+00:00,118.7758026,119.0674973,119.135498,117.1168976,117.5319977,20618000,GOOGLE
2021-05-07 00:00:00+00:00,119.640686,119.9345016,120.8205032,119.5,120,23272000,GOOGLE
2021-05-10 00:00:00+00:00,116.7961655,117.0830002,118.9000015,116.7365036,118.7444992,26006000,GOOGLE
2021-05-11 00:00:00+00:00,115.1552048,115.4380035,116.0999985,114.1500015,114.5930023,32110000,GOOGLE
2021-05-12 00:00:00+00:00,111.6797409,111.9540024,114.2685013,111.5025024,113.0855026,34934000,GOOGLE
2021-05-13 00:00:00+00:00,112.821434,113.0985031,113.8300476,112.1360016,113.0544968,26670000,GOOGLE
2021-05-14 00:00:00+00:00,115.524292,115.8079987,116.0569992,114.1660004,114.5914993,26624000,GOOGLE
2021-05-17 00:00:00+00:00,115.7861557,116.0705032,116.1669998,114.75,115.4660034,19842000,GOOGLE
2021-05-18 00:00:00+00:00,114.8893585,115.1715012,117.1575012,115.1579971,116.8452988,17302000,GOOGLE
2021-05-19 00:00:00+00:00,115.15271,115.4355011,115.8379974,113.1760025,113.2200012,19350000,GOOGLE
2021-05-20 00:00:00+00:00,117.5158997,117.8044968,118.0169983,116.0544968,116.4020004,23832000,GOOGLE
2021-05-21 00:00:00+00:00,116.9677429,117.2549973,118.4499969,117.1184998,118.2994995,22832000,GOOGLE
2021-05-24 00:00:00+00:00,120.0387115,120.3335037,120.9240036,118.0055008,118.3499985,21244000,GOOGLE
2021-05-25 00:00:00+00:00,120.1584091,120.4534988,121.6445007,120.149498,121,18838000,GOOGLE
2021-05-26 00:00:00+00:00,121.378418,121.6764984,122.1472015,120.6257477,120.6417465,21856000,GOOGLE
2021-05-27 00:00:00+00:00,119.8312225,120.1255035,122,120.0999985,121.8470001,38962000,GOOGLE
2021-05-28 00:00:00+00:00,120.282608,120.5780029,121.4069977,120.3844986,121.0979996,24108000,GOOGLE
2021-06-01 00:00:00+00:00,121.1928787,121.4905014,121.8985519,120.2440033,121.0999985,19166000,GOOGLE
2021-06-02 00:00:00+00:00,120.7674179,121.064003,122.0999985,120.2099991,121.7655029,17158000,GOOGLE
2021-06-03 00:00:00+00:00,119.9359589,120.2304993,120.4872513,119.1415024,119.7509995,18346000,GOOGLE
2021-06-04 00:00:00+00:00,122.2876816,122.5879974,122.6929474,120.8884964,121.1259995,25948000,GOOGLE
2021-06-07 00:00:00+00:00,123.0024261,123.3044968,123.4000015,122.0536499,122.5660019,23850000,GOOGLE
2021-06-08 00:00:00+00:00,123.8383789,124.1425018,124.7247467,123.4120026,123.9950027,25060000,GOOGLE
2021-06-09 00:00:00+00:00,124.2648239,124.5699997,125.25,124.3665009,124.9749985,20126000,GOOGLE
2021-06-10 00:00:00+00:00,125.7711334,126.0800018,126.163002,124.6999969,124.7005005,31234000,GOOGLE
2021-06-11 00:00:00+00:00,125.3885727,125.6965027,126.3495026,124.9144974,126.2460022,25240000,GOOGLE
2021-06-14 00:00:00+00:00,126.0424576,126.3519974,126.411499,125.0469971,125.6695023,22550000,GOOGLE
2021-06-15 00:00:00+00:00,125.7242432,126.0329971,126.8619995,125.6484985,126.5220032,22182000,GOOGLE
2021-06-16 00:00:00+00:00,125.3885727,125.6965027,126.5234985,124.1499481,126.2474976,26316000,GOOGLE
2021-06-17 00:00:00+00:00,126.0614166,126.3710022,127.1965027,125.5149994,125.5230026,25756000,GOOGLE
2021-06-18 00:00:00+00:00,125.2598801,125.5674973,126.3889999,124.6029968,125.7054977,53306000,GOOGLE
2021-06-21 00:00:00+00:00,126.1452103,126.4550018,127.0367508,125.1342468,125.7399979,26256000,GOOGLE
2021-06-22 00:00:00+00:00,126.6883698,126.9994965,127.2699966,126.0264969,126.4499969,20984000,GOOGLE
2021-06-23 00:00:00+00:00,126.1516953,126.4615021,127.7959976,126.2519989,126.5500031,19694000,GOOGLE
2021-06-24 00:00:00+00:00,126.9701843,127.2819977,127.5354996,126.9599991,127.0534973,18934000,GOOGLE
2021-06-25 00:00:00+00:00,126.6838913,126.9950027,127.5049973,126.4440002,126.9570007,33484000,GOOGLE
2021-06-28 00:00:00+00:00,126.5088196,126.8195038,127.336998,125.9738007,127,28110000,GOOGLE
2021-06-29 00:00:00+00:00,125.7097778,126.0185013,127,125.4369965,126.7724991,20950000,GOOGLE
2021-06-30 00:00:00+00:00,125.0089951,125.3160019,125.8000031,124.7574997,125.6535492,24006000,GOOGLE
2021-07-01 00:00:00+00:00,126.0589218,126.3684998,126.4625015,124.8497467,124.8497467,17120000,GOOGLE
2021-07-02 00:00:00+00:00,128.403656,128.7189941,128.8480072,126.7689972,126.8395004,21160000,GOOGLE
2021-07-06 00:00:00+00:00,129.4530792,129.7709961,129.8845062,128.4089966,129.4494934,21350000,GOOGLE
2021-07-07 00:00:00+00:00,129.7588348,130.0774994,130.6398926,129.7599945,130.3410034,16680000,GOOGLE
2021-07-08 00:00:00+00:00,128.8605499,129.177002,130.0325012,128.0399933,128.25,19780000,GOOGLE
2021-07-09 00:00:00+00:00,129.2570496,129.5744934,129.8495026,128.9434967,128.9445038,15106000,GOOGLE
2021-07-12 00:00:00+00:00,130.2441406,130.5639954,130.7700043,129.6000061,129.8334961,16944000,GOOGLE
2021-07-13 00:00:00+00:00,130.6735992,130.9945068,132.0420074,130.6369934,130.8815002,16618000,GOOGLE
2021-07-14 00:00:00+00:00,131.7589264,132.0825043,132.9960022,131.897995,131.9015045,17912000,GOOGLE
2021-07-15 00:00:00+00:00,130.944931,131.2664948,132.5950012,130.5980072,132.5,16586000,GOOGLE
2021-07-16 00:00:00+00:00,131.5225067,131.8455048,132.1829987,130.8215027,131.6410065,14856000,GOOGLE
2021-07-19 00:00:00+00:00,128.9373474,129.2539978,131.246994,128.5370026,131.1555023,25710000,GOOGLE
2021-07-20 00:00:00+00:00,130.7803345,131.1015015,132.0013428,129.1884003,130.0039978,19084000,GOOGLE
2021-07-21 00:00:00+00:00,132.27565,132.6004944,132.6172485,130.6015015,130.7870026,14742000,GOOGLE
2021-07-22 00:00:00+00:00,133.0018768,133.3285065,133.5045013,132.3999939,132.6499939,13608000,GOOGLE
